num_leaves,coord_1,coord_2,coord_3,coord_4,coord_5,coord_6,coord_7,coord_8,coord_9
"((0:3361702.1276468,3:3361702.1276468):2063829.7872262,(1:5372340.4255115,2:5372340.4255115):53191.489361500004):0;",0.0,3361702.1276468,3361702.1276468,1.0,5372340.4255115,5372340.4255115,0.0,2063829.7872262,53191.489361500004
"((0:4879559.159555925,(1:4585106.382961299,3:4585106.382961299):294452.7765946257):1387917.9553138749,2:6267477.114869801):0;",0.0,4585106.382961299,4585106.382961299,2.0,4879559.159555925,294452.7765946257,1.0,1387917.9553138749,6267477.114869801
"(0:7574468.0850776,((1:3989361.7021125,3:3989361.7021125):1499999.9999943,2:5489361.7021068):2085106.3829708):0;",0.0,3989361.7021125,3989361.7021125,1.0,1499999.9999943,5489361.7021068,1.0,7574468.0850776,2085106.3829708
"(((0:4468085.106366,2:4468085.106366):321308.64584984287,1:4789393.75210946):1457014.86701574,3:6246408.6191252):0;",0.0,4468085.106366,4468085.106366,0.0,321308.64584984287,4789393.75210946,4.0,1457014.86701574,6246408.6191252
"(((1:5521276.595723701,3:5521276.595723701):1117021.2765915,2:6638297.8723152):759891.9027630698,0:7398189.775503802):0;",0.0,5521276.595723701,5521276.595723701,1.0,1117021.2765915,6638297.8723152,1.0,7398189.775503802,759891.9027630698
"(((0:7861702.1276297,3:7861702.1276297):1989361.7021201,2:9851063.829749798):820281.2987202872,1:10671345.127619023):0;",0.0,7861702.1276297,7861702.1276297,0.0,1989361.7021201,9851063.829749798,0.0,820281.2987202872,10671345.127619023
"((0:8904255.3191151,1:8904255.3191151):372340.4255305,(2:8585106.3829461,3:8585106.3829461):691489.3616995):0;",0.0,8585106.3829461,8585106.3829461,2.0,8904255.3191151,8904255.3191151,2.0,372340.4255305,691489.3616995
"((0:6329787.234018501,(1:4031914.8936017,3:4031914.8936017):2297872.3404168):406.65685021122067,2:6330193.890401477):0;",0.0,4031914.8936017,4031914.8936017,2.0,6329787.234018501,2297872.3404168,1.0,406.65685021122067,6330193.890401477
"(0:5733060.295722895,((1:4425531.9148768,2:4425531.9148768):109110.5298932024,3:4534642.44466362):1198417.851059276):0;",0.0,4425531.9148768,4425531.9148768,1.0,109110.5298932024,4534642.44466362,3.0,5733060.295722895,1198417.851059276
"(0:8063829.7872034,((1:2085106.3829708,2:2085106.3829708):2744680.8510534,3:4829787.2340242):3234042.5531792003):0;",0.0,2085106.3829708,2085106.3829708,1.0,2744680.8510534,4829787.2340242,3.0,8063829.7872034,3234042.5531792003
"((0:6664893.61699595,(2:4414893.6170045,3:4414893.6170045):2249999.99999145):642971.9629762801,1:7307865.579759465):0;",0.0,4414893.6170045,4414893.6170045,0.0,6664893.61699595,2249999.99999145,2.0,642971.9629762801,7307865.579759465
"((0:6379432.624443843,3:6379432.624443843):337588.6524455257,(1:5904255.319126501,2:5904255.319126501):812765.9574437201):0;",0.0,6379432.624443843,6379432.624443843,1.0,5904255.319126501,5904255.319126501,0.0,337588.6524455257,812765.9574437201
"((0:4569148.93615285,(2:2574468.0850966,3:2574468.0850966):1994680.85105625):2011702.12765193,1:6580851.06380478):0;",0.0,2574468.0850966,2574468.0850966,0.0,4569148.93615285,1994680.85105625,2.0,2011702.12765193,6580851.06380478
"(((0:4127659.5744524,2:4127659.5744524):732428.5346780678,3:4860088.109556):-82655.91969117527,1:4777432.189343547):0;",0.0,4127659.5744524,4127659.5744524,0.0,732428.5346780678,4860088.109556,3.0,-82655.91969117527,4777432.189343547
"(((0:7212765.9574194,2:7212765.9574194):2470744.680841675,1:9683510.638261074):537611.5573383826,3:10221122.195705842):0;",0.0,7212765.9574194,7212765.9574194,0.0,2470744.680841675,9683510.638261074,4.0,537611.5573383826,10221122.195705842
"(((3:5914893.6169988,1:5914893.6169988):316395.2169136913,2:6231288.834018874):274209.1879776814,0:6505498.022315704):0;",0.0,5914893.6169988,5914893.6169988,1.0,316395.2169136913,6231288.834018874,1.0,6505498.022315704,274209.1879776814
"(((2:2255319.1489276,3:2255319.1489276):3808510.6382834,1:6063829.787211):634543.6866997164,0:6698373.473378802):0;",0.0,2255319.1489276,2255319.1489276,1.0,6063829.787211,3808510.6382834,2.0,6698373.473378802,634543.6866997164
"(0:9834042.55315412,(1:8464539.007414643,(2:6234042.5531677995,3:6234042.5531677995):2230496.4542468432):1369503.5457394768):0;",0.0,6234042.5531677995,6234042.5531677995,1.0,8464539.007414643,2230496.4542468432,2.0,9834042.55315412,1369503.5457394768
"(((0:5670212.7659359,3:5670212.7659359):1851063.8297802,1:7521276.5957161):1627659.5744619,2:9148936.170178):0;",0.0,5670212.7659359,5670212.7659359,2.0,1851063.8297802,7521276.5957161,0.0,1627659.5744619,9148936.170178
"((1:6152124.121253218,(2:6095744.6808279,3:6095744.6808279):56379.44052106235):1241224.2882931556,0:7393348.410610203):0;",0.0,6095744.6808279,6095744.6808279,1.0,6152124.121253218,56379.44052106235,2.0,7393348.410610203,1241224.2882931556
"((0:4126812.799984318,(2:3999999.9999848,3:3999999.9999848):126812.80053143301):177537.9207440062,1:4304350.721260239):0;",0.0,3999999.9999848,3999999.9999848,0.0,4126812.799984318,126812.80053143301,2.0,177537.9207440062,4304350.721260239
"((1:3202127.6595623,3:3202127.6595623):624356.2670189041,(2:3202127.6595623,0:3202127.6595623):624356.2670189041):0;",0.0,3202127.6595623,3202127.6595623,0.0,3202127.6595623,3202127.6595623,1.0,624356.2670189041,624356.2670189041
"(((0:2957446.8084994,2:2957446.8084994):4382978.723387601,1:7340425.531887):1170212.7659530002,3:8510638.297840001):0;",0.0,2957446.8084994,2957446.8084994,0.0,4382978.723387601,7340425.531887,4.0,1170212.7659530002,8510638.297840001
"(((1:3361702.1276468,3:3361702.1276468):865248.2269116057,0:4226950.354239257):315939.1404243313,2:4542889.494663588):0;",0.0,3361702.1276468,3361702.1276468,2.0,4226950.354239257,865248.2269116057,1.0,315939.1404243313,4542889.494663588
"(0:12651063.82973916,(1:5195035.4606185565,(2:4595744.6808336,3:4595744.6808336):599290.7801041056):7456028.369120603):0;",0.0,4595744.6808336,4595744.6808336,1.0,5195035.4606185565,599290.7801041056,2.0,12651063.82973916,7456028.369120603
"((0:4202127.6595585,(1:2914893.6170102,2:2914893.6170102):1287234.0425483):34042.55319136,3:4236170.21274986):0;",0.0,2914893.6170102,2914893.6170102,1.0,4202127.6595585,1287234.0425483,4.0,34042.55319136,4236170.21274986
"(0:5699761.292531532,(1:5523954.336149222,(2:5180851.0638101,3:5180851.0638101):343103.27276465367):175806.95553124681):0;",0.0,5180851.0638101,5180851.0638101,1.0,5523954.336149222,343103.27276465367,2.0,5699761.292531532,175806.95553124681
"(((0:4712765.9574289,3:4712765.9574289):282933.6245733929,1:4995699.58189591):1326391.99893113,2:6322091.58082704):0;",0.0,4712765.9574289,4712765.9574289,2.0,282933.6245733929,4995699.58189591,0.0,1326391.99893113,6322091.58082704
"((1:2678198.324457908,0:2678198.324457908):1652124.9255256369,(2:3744680.8510496,3:3744680.8510496):585642.3991467108):0;",0.0,3744680.8510496,3744680.8510496,2.0,2678198.324457908,2678198.324457908,2.0,1652124.9255256369,585642.3991467108
"(((0:4680851.063812001,3:4680851.063812001):1445901.3904200376,1:6126752.454232038):539639.3608490132,2:6666391.814868284):0;",0.0,4680851.063812001,4680851.063812001,2.0,1445901.3904200376,6126752.454232038,0.0,539639.3608490132,6666391.814868284
"((0:5978723.4042326,2:5978723.4042326):173147.87893551224,(1:1446808.5106328002,3:1446808.5106328002):4705062.772322547):0;",0.0,1446808.5106328002,1446808.5106328002,0.0,5978723.4042326,5978723.4042326,1.0,173147.87893551224,4705062.772322547
"(((0:4537834.3723231815,3:4537834.3723231815):732562.6835078545,2:5270397.056362951):363662.26127521385,1:5634059.316999868):0;",0.0,4537834.3723231815,4537834.3723231815,0.0,732562.6835078545,5270397.056362951,0.0,363662.26127521385,5634059.316999868
"((0:3702127.6595604,3:3702127.6595604):819148.9361671,(1:4276595.7446646,2:4276595.7446646):244680.8510629):0;",0.0,3702127.6595604,3702127.6595604,1.0,4276595.7446646,4276595.7446646,0.0,819148.9361671,244680.8510629
"(((0:4085106.3829632,1:4085106.3829632):62572.99614869839,3:4147679.3787076436):54229.92999979392,2:4201909.3095585015):0;",0.0,4085106.3829632,4085106.3829632,2.0,62572.99614869839,4147679.3787076436,3.0,54229.92999979392,4201909.3095585015
"(0:9365957.44677292,(1:7904255.3191189,(2:7212765.9574194,3:7212765.9574194):691489.3616995):1461702.12765402):0;",0.0,7212765.9574194,7212765.9574194,1.0,7904255.3191189,691489.3616995,2.0,9365957.44677292,1461702.12765402
"((0:4827784.353173144,(1:4468085.106366,3:4468085.106366):359699.24638161185):896145.2571242542,2:5723929.609552717):0;",0.0,4468085.106366,4468085.106366,2.0,4827784.353173144,359699.24638161185,1.0,896145.2571242542,5723929.609552717
"((0:6957446.808484199,(1:5340425.5318946,3:5340425.5318946):1617021.2765896001):542553.1914873001,2:7499999.9999715):0;",0.0,5340425.5318946,5340425.5318946,2.0,6957446.808484199,1617021.2765896001,1.0,542553.1914873001,7499999.9999715
"(0:5736821.437212243,((1:3265957.4467960997,3:3265957.4467960997):2202127.6595660998,2:5468085.106362199):268736.3305308937):0;",0.0,3265957.4467960997,3265957.4467960997,1.0,2202127.6595660998,5468085.106362199,1.0,5736821.437212243,268736.3305308937
"(0:8368085.10635118,((1:3702127.6595604,2:3702127.6595604):1014184.3971238057,3:4716312.056365057):3651773.049986123):0;",0.0,3702127.6595604,3702127.6595604,1.0,1014184.3971238057,4716312.056365057,3.0,8368085.10635118,3651773.049986123
"(0:7476019.172312017,(1:4126698.6201970847,(2:3553191.4893482,3:3553191.4893482):573507.1303169696):3349320.5521149323):0;",0.0,3553191.4893482,3553191.4893482,1.0,4126698.6201970847,573507.1303169696,2.0,7476019.172312017,3349320.5521149323
"((0:4691489.3616843,(2:3329787.2340299,3:3329787.2340299):1361702.1276544002):872340.4255286,1:5563829.787212901):0;",0.0,3329787.2340299,3329787.2340299,0.0,4691489.3616843,1361702.1276544002,2.0,872340.4255286,5563829.787212901
"(((0:5946808.510615701,3:5946808.510615701):253970.0606373328,2:6200778.571253032):220107.3859566104,1:6420885.957422409):0;",0.0,5946808.510615701,5946808.510615701,0.0,253970.0606373328,6200778.571253032,0.0,220107.3859566104,6420885.957422409
"(0:4115624.9691332965,((1:2957446.8084994,3:2957446.8084994):904255.3191455,2:3861702.1276449):253922.84116924784):0;",0.0,2957446.8084994,2957446.8084994,1.0,904255.3191455,3861702.1276449,1.0,4115624.9691332965,253922.84116924784
"((0:5265957.4467885,3:5265957.4467885):1648936.1702065,(1:5340425.5318946,2:5340425.5318946):1574468.0851004):0;",0.0,5265957.4467885,5265957.4467885,1.0,5340425.5318946,5340425.5318946,0.0,1648936.1702065,1574468.0851004
"(0:3263207.074455685,(1:3212765.9574346,(2:744680.851061,3:744680.851061):2468085.1063736):50441.11699980833):0;",0.0,744680.851061,744680.851061,1.0,3212765.9574346,2468085.1063736,2.0,3263207.074455685,50441.11699980833
"(((0:3042553.1914778003,2:3042553.1914778003):4946808.5106195,1:7989361.7020973):278065.8628712838,3:8267427.564862201):0;",0.0,3042553.1914778003,3042553.1914778003,0.0,4946808.5106195,7989361.7020973,4.0,278065.8628712838,8267427.564862201
"((0:5893617.0212542,(1:3436170.2127528996,2:3436170.2127528996):2457446.8085013):441094.0077642813,3:6334711.028699332):0;",0.0,3436170.2127528996,3436170.2127528996,1.0,5893617.0212542,2457446.8085013,4.0,441094.0077642813,6334711.028699332
"((0:6751773.049974344,3:6751773.049974344):1975886.5244605767,(1:6425531.9148692,2:6425531.9148692):2302127.6595657202):0;",0.0,6751773.049974344,6751773.049974344,1.0,6425531.9148692,6425531.9148692,0.0,1975886.5244605767,2302127.6595657202
"(((0:4156028.369133143,3:4156028.369133143):538181.2803171038,2:4694209.6489183325):466896.5895726939,1:5161106.23827826):0;",0.0,4156028.369133143,4156028.369133143,0.0,538181.2803171038,4694209.6489183325,0.0,466896.5895726939,5161106.23827826
"((3:3139428.2882859427,(1:2723404.2553088004,0:2723404.2553088004):416024.03308352554):582433.6463807655,2:3721861.93509224):0;",0.0,2723404.2553088004,2723404.2553088004,2.0,416024.03308352554,3139428.2882859427,3.0,582433.6463807655,3721861.93509224
"(((0:4978723.4042364005,2:4978723.4042364005):1021276.5957408,1:5999999.9999772):2170212.7659492004,3:8170212.7659264):0;",0.0,4978723.4042364005,4978723.4042364005,0.0,1021276.5957408,5999999.9999772,4.0,2170212.7659492004,8170212.7659264
"(((0:5063829.787214801,2:5063829.787214801):765957.4468056001,1:5829787.2340204):779844.0298906536,3:6609631.26380467):0;",0.0,5063829.787214801,5063829.787214801,0.0,765957.4468056001,5829787.2340204,4.0,779844.0298906536,6609631.26380467
"(((0:3595744.6808374003,2:3595744.6808374003):255623.05053094355,1:3851367.7319002585):223667.63670127772,3:4075035.3680696213):0;",0.0,3595744.6808374003,3595744.6808374003,0.0,255623.05053094355,3851367.7319002585,4.0,223667.63670127772,4075035.3680696213
"(((1:3202127.6595623,2:3202127.6595623):758442.7716992457,0:3960570.430836014):912141.2328688743,3:4872711.663811271):0;",0.0,3202127.6595623,3202127.6595623,1.0,3960570.430836014,758442.7716992457,4.0,912141.2328688743,4872711.663811271
"((0:4698581.560620443,2:4698581.560620443):852482.2694648457,(1:5361702.127639201,3:5361702.127639201):189361.70212693998):0;",0.0,5361702.127639201,5361702.127639201,0.0,4698581.560620443,4698581.560620443,1.0,852482.2694648457,189361.70212693998
"((0:7329787.2340147,1:7329787.2340147):114791.91553147869,(2:5468085.106362199,3:5468085.106362199):1976494.0436095106):0;",0.0,5468085.106362199,5468085.106362199,2.0,7329787.2340147,7329787.2340147,2.0,114791.91553147869,1976494.0436095106
"(((0:2127659.5744600003,3:2127659.5744600003):685308.0716995236,1:2812967.6457339916):2003363.9180774936,2:4816331.563811485):0;",0.0,2127659.5744600003,2127659.5744600003,2.0,685308.0716995236,2812967.6457339916,0.0,2003363.9180774936,4816331.563811485
"((0:4457446.8084937,1:4457446.8084937):72122.3607337685,(2:3042553.1914778003,3:3042553.1914778003):1487015.977653924):0;",0.0,3042553.1914778003,3042553.1914778003,2.0,4457446.8084937,4457446.8084937,2.0,72122.3607337685,1487015.977653924
"((0:3035376.353179955,(2:2531914.8936074004,3:2531914.8936074004):503461.45935978903):1295052.389356781,1:4330428.741472906):0;",0.0,2531914.8936074004,2531914.8936074004,0.0,3035376.353179955,503461.45935978903,2.0,1295052.389356781,4330428.741472906
"(((0:4446808.5106214,3:4446808.5106214):1021276.5957408,1:5468085.106362199):751679.0718056543,2:6219764.17869977):0;",0.0,4446808.5106214,4446808.5106214,2.0,1021276.5957408,5468085.106362199,0.0,751679.0718056543,6219764.17869977
"(((0:4202127.6595585,1:4202127.6595585):893617.0212732,2:5095744.6808317):670212.7659549001,3:5765957.4467866):0;",0.0,4202127.6595585,4202127.6595585,2.0,893617.0212732,5095744.6808317,4.0,670212.7659549001,5765957.4467866
"(((0:4457446.8084937,3:4457446.8084937):594656.5955296552,1:5052103.404236121):5198089.9574270565,2:10250193.361663178):0;",0.0,4457446.8084937,4457446.8084937,2.0,594656.5955296552,5052103.404236121,0.0,5198089.9574270565,10250193.361663178
"(((3:3820644.195730163,0:3820644.195730163):541201.9694660285,1:4361846.165940871):299971.1924456686,2:4661817.358492924):0;",0.0,3820644.195730163,3820644.195730163,2.0,541201.9694660285,4361846.165940871,0.0,299971.1924456686,4661817.358492924
"(0:5812169.971254509,(1:5347517.730830744,(2:3212765.9574346,3:3212765.9574346):2134751.7733961437):464652.24084929813):0;",0.0,3212765.9574346,3212765.9574346,1.0,5347517.730830744,2134751.7733961437,2.0,5812169.971254509,464652.24084929813
"((0:4670212.7659396995,2:4670212.7659396995):1146023.1627616028,(1:5765957.4467866,3:5765957.4467866):50278.48167002171):0;",0.0,5765957.4467866,5765957.4467866,0.0,4670212.7659396995,4670212.7659396995,1.0,1146023.1627616028,50278.48167002171
"((0:4787234.042535,3:4787234.042535):272340.42553088,(1:4276595.7446646,2:4276595.7446646):782978.72340128):0;",0.0,4787234.042535,4787234.042535,1.0,4276595.7446646,4276595.7446646,0.0,272340.42553088,782978.72340128
"(((0:3627659.5744543,2:3627659.5744543):707313.8815930568,3:4334973.4563665055):1252154.2446760929,1:5587127.701042598):0;",0.0,3627659.5744543,3627659.5744543,0.0,707313.8815930568,4334973.4563665055,3.0,1252154.2446760929,5587127.701042598
"((0:7404255.3191208,(1:6478723.4042307,3:6478723.4042307):925531.9148901):1436170.2127605001,2:8840425.5318813):0;",0.0,6478723.4042307,6478723.4042307,2.0,7404255.3191208,925531.9148901,1.0,1436170.2127605001,8840425.5318813
"((0:5436170.2127453005,2:5436170.2127453005):2102127.6595664797,(1:6414893.6169969,3:6414893.6169969):1123404.25531488):0;",0.0,6414893.6169969,6414893.6169969,0.0,5436170.2127453005,5436170.2127453005,1.0,2102127.6595664797,1123404.25531488
"((0:4645291.944663199,(2:4489361.7021106,3:4489361.7021106):155930.24255259897):3085835.2276478484,1:7731127.172311048):0;",0.0,4489361.7021106,4489361.7021106,0.0,4645291.944663199,155930.24255259897,2.0,3085835.2276478484,7731127.172311048
"((0:7138297.8723133,(2:6297872.3404016,3:6297872.3404016):840425.5319117):839148.0294648963,1:7977445.902097345):0;",0.0,6297872.3404016,6297872.3404016,0.0,7138297.8723133,840425.5319117,2.0,839148.0294648963,7977445.902097345
"(0:7127659.574441001,((1:3627659.5744543,2:3627659.5744543):968085.1063793,3:4595744.6808336):2531914.8936074004):0;",0.0,3627659.5744543,3627659.5744543,1.0,968085.1063793,4595744.6808336,3.0,7127659.574441001,2531914.8936074004
"((0:5234042.5531716,2:5234042.5531716):3010638.2978609,(1:8074468.085075701,3:8074468.085075701):170212.76595680002):0;",0.0,8074468.085075701,8074468.085075701,0.0,5234042.5531716,5234042.5531716,1.0,3010638.2978609,170212.76595680002
"((0:9648936.1701761,3:9648936.1701761):533090.3444660594,(1:3872340.4255172,2:3872340.4255172):6309686.089337725):0;",0.0,9648936.1701761,9648936.1701761,1.0,3872340.4255172,3872340.4255172,0.0,533090.3444660594,6309686.089337725
"((0:6164893.61699785,(1:5287234.0425331,3:5287234.0425331):877659.57446475):532126.1388277651,2:6697019.7552937):0;",0.0,5287234.0425331,5287234.0425331,2.0,6164893.61699785,877659.57446475,1.0,532126.1388277651,6697019.7552937
"(((0:3563829.7872205004,1:3563829.7872205004):617021.2765934,3:4180851.0638139006):270401.8590415257,2:4451252.922323511):0;",0.0,3563829.7872205004,3563829.7872205004,2.0,617021.2765934,4180851.0638139006,3.0,270401.8590415257,4451252.922323511
"(0:5389361.70210718,((1:2999999.9999886,3:2999999.9999886):1365248.2265905568,2:4365248.226579157):1024113.4752088744):0;",0.0,2999999.9999886,2999999.9999886,1.0,1365248.2265905568,4365248.226579157,1.0,5389361.70210718,1024113.4752088744
"((1:1570809.3414833925,(0:1329787.2340375,3:1329787.2340375):241022.1070203607):210894.34361621988,2:1781703.6850996125):0;",0.0,1329787.2340375,1329787.2340375,2.0,241022.1070203607,1570809.3414833925,0.0,210894.34361621988,1781703.6850996125
"(0:5053167.656363776,((1:4734042.5531735,3:4734042.5531735):212750.06904174475,2:4946792.622321628):106375.03451023407):0;",0.0,4734042.5531735,4734042.5531735,1.0,212750.06904174475,4946792.622321628,1.0,5053167.656363776,106375.03451023407
"(((0:4691489.3616843,2:4691489.3616843):861702.1276563,1:5553191.4893406):2508510.63828834,3:8061702.12762894):0;",0.0,4691489.3616843,4691489.3616843,0.0,861702.1276563,5553191.4893406,4.0,2508510.63828834,8061702.12762894
"((0:7787234.0425236,1:7787234.0425236):1191489.3616976,(2:6978723.4042288,3:6978723.4042288):1999999.9999924):0;",0.0,6978723.4042288,6978723.4042288,2.0,7787234.0425236,7787234.0425236,2.0,1191489.3616976,1999999.9999924
"(((0:3932624.1138148434,1:3932624.1138148434):806737.5886139558,3:4739361.70210965):307446.80850946996,2:5046808.51061912):0;",0.0,3932624.1138148434,3932624.1138148434,2.0,806737.5886139558,4739361.70210965,3.0,307446.80850946996,5046808.51061912
"((0:5287234.0425331,1:5287234.0425331):21276.595744600003,(2:4276595.7446646,3:4276595.7446646):1031914.8936131):0;",0.0,4276595.7446646,4276595.7446646,2.0,5287234.0425331,5287234.0425331,2.0,21276.595744600003,1031914.8936131
"((0:4719858.1563650435,3:4719858.1563650435):30553.213765841345,(1:2170212.7659492004,2:2170212.7659492004):2580198.6042455146):0;",0.0,4719858.1563650435,4719858.1563650435,1.0,2170212.7659492004,2170212.7659492004,0.0,30553.213765841345,2580198.6042455146
"(((0:4808510.6382796,2:4808510.6382796):771451.112337494,1:5579961.751042626):643582.1179762778,3:6223543.869125287):0;",0.0,4808510.6382796,4808510.6382796,0.0,771451.112337494,5579961.751042626,4.0,643582.1179762778,6223543.869125287
"(((2:2792419.369138325,3:2792419.369138325):21824.394829704303,0:2814243.7638190934):19969.383819073053,1:2834213.1478615706):0;",0.0,2792419.369138325,2792419.369138325,0.0,2814243.7638190934,21824.394829704303,2.0,19969.383819073053,2834213.1478615706
"((0:3702127.6595604,3:3702127.6595604):1889361.7021204801,(1:5361702.127639201,2:5361702.127639201):229787.23404168):0;",0.0,3702127.6595604,3702127.6595604,1.0,5361702.127639201,5361702.127639201,0.0,1889361.7021204801,229787.23404168
"(((0:1946808.5106309,3:1946808.5106309):3489361.7021144,2:5436170.2127453005):37930.38249985586,1:5474100.5957238795):0;",0.0,1946808.5106309,1946808.5106309,0.0,3489361.7021144,5436170.2127453005,0.0,37930.38249985586,5474100.5957238795
"((0:7755319.148906699,2:7755319.148906699):281607.1215946746,(1:6276595.744657,3:6276595.744657):1760330.5255252258):0;",0.0,6276595.744657,6276595.744657,0.0,7755319.148906699,7755319.148906699,1.0,281607.1215946746,1760330.5255252258
"(((0:3598151.58402888,2:3598151.58402888):39340.083116871785,1:3637491.667007454):344842.0920199662,3:3982333.759559335):0;",0.0,3598151.58402888,3598151.58402888,0.0,39340.083116871785,3637491.667007454,4.0,344842.0920199662,3982333.759559335
"(((2:2423558.3446716415,0:2423558.3446716415):491624.18946621695,3:2915182.534031476):3672282.6425392367,1:6587465.175506882):0;",0.0,2423558.3446716415,2423558.3446716415,0.0,491624.18946621695,2915182.534031476,3.0,3672282.6425392367,6587465.175506882
"((0:4053191.4893463003,2:4053191.4893463003):225338.428616165,(1:2521276.5957351,3:2521276.5957351):1757253.322333748):0;",0.0,2521276.5957351,2521276.5957351,0.0,4053191.4893463003,4053191.4893463003,1.0,225338.428616165,1757253.322333748
"((0:4145425.8861544603,(1:3617021.276582,2:3617021.276582):528404.6096788432):2904957.375520876,3:7050383.261675336):0;",0.0,3617021.276582,3617021.276582,1.0,4145425.8861544603,528404.6096788432,4.0,2904957.375520876,7050383.261675336
"(0:6995744.68082448,((1:4117021.2765801004,2:4117021.2765801004):1308510.6382929,3:5425531.914873):1570212.76595148):0;",0.0,4117021.2765801004,4117021.2765801004,1.0,1308510.6382929,5425531.914873,3.0,6995744.68082448,1570212.76595148
"(((0:3340425.5319022,3:3340425.5319022):694148.936167575,1:4034574.468069775):1310106.382973745,2:5344680.85104352):0;",0.0,3340425.5319022,3340425.5319022,2.0,694148.936167575,4034574.468069775,0.0,1310106.382973745,5344680.85104352
"(0:7918305.846778422,(1:4487956.553174435,(2:3914893.6170064,3:3914893.6170064):573062.9358488861):3430349.293603986):0;",0.0,3914893.6170064,3914893.6170064,1.0,4487956.553174435,573062.9358488861,2.0,7918305.846778422,3430349.293603986
"((3:4921985.815938744,0:4921985.815938744):3688652.481900877,(1:8595744.680818401,2:8595744.680818401):14893.61702122):0;",0.0,4921985.815938744,4921985.815938744,1.0,8595744.680818401,8595744.680818401,0.0,3688652.481900877,14893.61702122
"((0:5106382.978704,(1:2734042.5531810997,2:2734042.5531810997):2372340.4255229):659615.672125153,3:5765998.651041919):0;",0.0,2734042.5531810997,2734042.5531810997,1.0,5106382.978704,2372340.4255229,4.0,659615.672125153,5765998.651041919
"((0:6659574.4680598,3:6659574.4680598):2042553.1914816,(1:6446808.5106138,2:6446808.5106138):2255319.1489276):0;",0.0,6659574.4680598,6659574.4680598,1.0,6446808.5106138,6446808.5106138,0.0,2042553.1914816,2255319.1489276
"((0:7409574.46805695,(2:6053191.4893387,3:6053191.4893387):1356382.97871825):43617.02127643,1:7453191.48933338):0;",0.0,6053191.4893387,6053191.4893387,0.0,7409574.46805695,1356382.97871825,2.0,43617.02127643,7453191.48933338
"((0:3755586.364879346,2:3755586.364879346):2561755.571266861,(1:5978723.4042326,3:5978723.4042326):338618.5308497771):0;",0.0,5978723.4042326,5978723.4042326,0.0,3755586.364879346,3755586.364879346,1.0,2561755.571266861,338618.5308497771
"(((3:4797872.3404073,0:4797872.3404073):3425531.9148806003,1:8223404.2552879):281178.8387223358,2:8504583.093584703):0;",0.0,4797872.3404073,4797872.3404073,2.0,3425531.9148806003,8223404.2552879,0.0,281178.8387223358,8504583.093584703
"(((3:8755319.1489029,2:8755319.1489029):559567.1899978736,0:9314886.339326307):484958.2312747529,1:9799844.570175527):0;",0.0,8755319.1489029,8755319.1489029,0.0,9314886.339326307,559567.1899978736,2.0,484958.2312747529,9799844.570175527
"((0:9932624.113792045,1:9932624.113792045):316300.9708498619,(2:3010638.2978609,3:3010638.2978609):7238286.786142707):0;",0.0,3010638.2978609,3010638.2978609,2.0,9932624.113792045,9932624.113792045,2.0,316300.9708498619,7238286.786142707
"(((3:5623265.164872249,0:5623265.164872249):61314.46608487339,2:5684579.630829463):57810.78230829096,1:5742390.4127441365):0;",0.0,5623265.164872249,5623265.164872249,0.0,61314.46608487339,5684579.630829463,0.0,57810.78230829096,5742390.4127441365
"(0:6599411.591464285,((1:4712765.9574289,2:4712765.9574289):1393617.0212713,3:6106382.9787002):493028.61329599883):0;",0.0,4712765.9574289,4712765.9574289,1.0,1393617.0212713,6106382.9787002,3.0,6599411.591464285,493028.61329599883
"(((2:5811106.58827579,0:5811106.58827579):823819.097550061,1:6634925.686145):391023.62021128007,3:7025949.30635628):0;",0.0,5811106.58827579,5811106.58827579,0.0,823819.097550061,6634925.686145,4.0,391023.62021128007,7025949.30635628
"(0:3110042.893605203,((1:445319.99872171204,2:445319.99872171204):1989857.8723328642,3:2435177.8712673425):674865.0215931803):0;",0.0,445319.99872171204,445319.99872171204,1.0,1989857.8723328642,2435177.8712673425,3.0,3110042.893605203,674865.0215931803
"((0:5517189.17125563,(1:5340425.5318946,2:5340425.5318946):176763.6390418815):108185.8429783123,3:5625375.013808411):0;",0.0,5340425.5318946,5340425.5318946,1.0,5517189.17125563,176763.6390418815,4.0,108185.8429783123,5625375.013808411
"((0:7297872.3403978,(2:5425531.914873,3:5425531.914873):1872340.4255248):815792.0284011554,1:8113664.369118105):0;",0.0,5425531.914873,5425531.914873,0.0,7297872.3403978,1872340.4255248,2.0,815792.0284011554,8113664.369118105
"((0:2504323.7170117605,(2:2436170.2127567,3:2436170.2127567):68153.50448910272):95414.90627623317,1:2599738.623394376):0;",0.0,2436170.2127567,2436170.2127567,0.0,2504323.7170117605,68153.50448910272,2.0,95414.90627623317,2599738.623394376
"((0:3202127.6595623,3:3202127.6595623):1877637.2787162692,(1:4691489.3616843,2:4691489.3616843):388275.57659426925):0;",0.0,3202127.6595623,3202127.6595623,1.0,4691489.3616843,4691489.3616843,0.0,1877637.2787162692,388275.57659426925
"((0:4521276.5957275005,(2:2553191.489352,3:2553191.489352):1968085.1063755):2029787.23403484,1:6551063.8297623405):0;",0.0,2553191.489352,2553191.489352,0.0,4521276.5957275005,1968085.1063755,2.0,2029787.23403484,6551063.8297623405
