num_leaves,coord_1,coord_2,coord_3,coord_4,coord_5,coord_6,coord_7,coord_8,coord_9
"(0:5828935.344658701,(1:5734042.5531697,(2:5042553.1914702,3:5042553.1914702):691489.3616995):94892.79186134154):0;",0.0,5042553.1914702,5042553.1914702,1.0,5734042.5531697,691489.3616995,2.0,5828935.344658701,94892.79186134154
"(0:6520468.631890116,(1:5966738.499977326,(2:5340425.5318946,3:5340425.5318946):626312.9677635775):553730.1320191724):0;",0.0,5340425.5318946,5340425.5318946,1.0,5966738.499977326,626312.9677635775,2.0,6520468.631890116,553730.1320191724
"((0:5386524.8223199565,1:5386524.8223199565):295765.4270201527,(2:3446808.5106252,3:3446808.5106252):2235481.7393532074):0;",0.0,3446808.5106252,3446808.5106252,2.0,5386524.8223199565,5386524.8223199565,2.0,295765.4270201527,2235481.7393532074
"(((2:3595744.6808374003,3:3595744.6808374003):1372340.4255267,0:4968085.106364099):544933.5025511208,1:5513018.6084896885):0;",0.0,3595744.6808374003,3595744.6808374003,0.0,4968085.106364099,1372340.4255267,2.0,544933.5025511208,5513018.6084896885
"(0:4304984.052111301,(1:4224599.296792457,(2:4063829.7872186,3:4063829.7872186):160769.50978662312):80384.75487203496):0;",0.0,4063829.7872186,4063829.7872186,1.0,4224599.296792457,160769.50978662312,2.0,4304984.052111301,80384.75487203496
"((0:3698581.5606242437,2:3698581.5606242437):18439.71630844057,(1:2670212.7659473,3:2670212.7659473):1046808.5106343201):0;",0.0,2670212.7659473,2670212.7659473,0.0,3698581.5606242437,3698581.5606242437,1.0,18439.71630844057,1046808.5106343201
"((1:2031914.8936093,(2:1468085.1063774,3:1468085.1063774):563829.7872319):330865.94350938103,0:2362780.837225064):0;",0.0,1468085.1063774,1468085.1063774,1.0,2031914.8936093,563829.7872319,2.0,2362780.837225064,330865.94350938103
"((3:3177776.968073031,(2:2127659.5744600003,0:2127659.5744600003):1050117.3936130307):1930402.0531841537,1:5108179.021257184):0;",0.0,2127659.5744600003,2127659.5744600003,0.0,1050117.3936130307,3177776.968073031,3.0,1930402.0531841537,5108179.021257184
"((0:4269503.545728457,1:4269503.545728457):800709.2198905743,(2:2670212.7659473,3:2670212.7659473):2399999.99999088):0;",0.0,2670212.7659473,2670212.7659473,2.0,4269503.545728457,4269503.545728457,2.0,800709.2198905743,2399999.99999088
"(((0:2971631.2053078567,2:2971631.2053078567):412687.93723247433,3:3384319.142540331):567817.0224446508,1:3952136.1648785993):0;",0.0,2971631.2053078567,2971631.2053078567,0.0,412687.93723247433,3384319.142540331,3.0,567817.0224446508,3952136.1648785993
"((0:3012440.9074353613,3:3012440.9074353613):1181211.586165724,(1:4095744.6808355004,2:4095744.6808355004):97907.8127655854):0;",0.0,3012440.9074353613,3012440.9074353613,1.0,4095744.6808355004,4095744.6808355004,0.0,1181211.586165724,97907.8127655854
"((0:3734042.5531773004,(2:3191489.36169,3:3191489.36169):542553.1914873001):797872.3404225,1:4531914.8935998):0;",0.0,3191489.36169,3191489.36169,0.0,3734042.5531773004,542553.1914873001,2.0,797872.3404225,4531914.8935998
"(0:8742113.911668908,((1:3106382.9787116,2:3106382.9787116):5421985.815936844,3:8528368.794648444):213745.1174459963):0;",0.0,3106382.9787116,3106382.9787116,1.0,5421985.815936844,8528368.794648444,3.0,8742113.911668908,213745.1174459963
"(((0:5918439.715934957,2:5918439.715934957):116014.47308466553,1:6034454.189338772):100073.06345706653,3:6134527.253168179):0;",0.0,5918439.715934957,5918439.715934957,0.0,116014.47308466553,6034454.189338772,4.0,100073.06345706653,6134527.253168179
"(0:4186884.540409622,((1:2021276.595737,2:2021276.595737):1829787.2340356,3:3851063.8297726):335820.7108497877):0;",0.0,2021276.595737,2021276.595737,1.0,1829787.2340356,3851063.8297726,3.0,4186884.540409622,335820.7108497877
"((0:4159574.4680693005,1:4159574.4680693005):53191.489361500004,(2:3202127.6595623,3:3202127.6595623):1010638.2978685):0;",0.0,3202127.6595623,3202127.6595623,2.0,4159574.4680693005,4159574.4680693005,2.0,53191.489361500004,1010638.2978685
"((0:3978723.4042402,(1:3031914.8936055,2:3031914.8936055):946808.5106347):587329.7235084064,3:4566053.127642224):0;",0.0,3031914.8936055,3031914.8936055,1.0,3978723.4042402,946808.5106347,4.0,587329.7235084064,4566053.127642224
"(((1:3404255.3191360002,3:3404255.3191360002):1005389.3908472434,0:4409644.709557711):392651.53031765687,2:4802296.240407283):0;",0.0,3404255.3191360002,3404255.3191360002,2.0,4409644.709557711,1005389.3908472434,1.0,392651.53031765687,4802296.240407283
"(0:6823404.25529322,((1:3734042.5531773004,2:3734042.5531773004):808510.6382948001,3:4542553.1914721):2280851.06382112):0;",0.0,3734042.5531773004,3734042.5531773004,1.0,808510.6382948001,4542553.1914721,3.0,6823404.25529322,2280851.06382112
"(0:7844936.599970189,(1:7287234.0425255,(2:5936170.2127434,3:5936170.2127434):1351063.8297821002):557702.5573383062):0;",0.0,5936170.2127434,5936170.2127434,1.0,7287234.0425255,1351063.8297821002,2.0,7844936.599970189,557702.5573383062
"(((0:3415598.023391276,2:3415598.023391276):1901419.643609796,3:5317017.665937243):2017447.5308433976,1:7334465.19678064):0;",0.0,3415598.023391276,3415598.023391276,0.0,1901419.643609796,5317017.665937243,3.0,2017447.5308433976,7334465.19678064
"(((0:5666666.666999743,3:5666666.666999743):1434397.1627605066,1:7101063.829760251):653899.3704230471,2:7754963.199970531):0;",0.0,5666666.666999743,5666666.666999743,2.0,1434397.1627605066,7101063.829760251,0.0,653899.3704230471,7754963.199970531
"((0:3994715.6329635438,(2:3946808.5106233004,3:3946808.5106233004):47907.12202109455):1758503.6819082114,1:5753219.3148717545):0;",0.0,3946808.5106233004,3946808.5106233004,0.0,3994715.6329635438,47907.12202109455,2.0,1758503.6819082114,5753219.3148717545
"((2:1936170.2127586,0:1936170.2127586):1770175.7191422095,(1:3340425.5319022,3:3340425.5319022):365920.4007432904):0;",0.0,3340425.5319022,3340425.5319022,0.0,1936170.2127586,1936170.2127586,1.0,1770175.7191422095,365920.4007432904
"((0:7485815.603163043,2:7485815.603163043):1127313.2095701844,(1:8521276.5957123,3:8521276.5957123):91852.21670177861):0;",0.0,8521276.5957123,8521276.5957123,0.0,7485815.603163043,7485815.603163043,1.0,1127313.2095701844,91852.21670177861
"((0:6064551.459551423,(1:5702127.6595528005,2:5702127.6595528005):362423.79957309086):3523259.921263207,3:9587811.3797508):0;",0.0,5702127.6595528005,5702127.6595528005,1.0,6064551.459551423,362423.79957309086,4.0,3523259.921263207,9587811.3797508
"(((0:3553191.4893482,1:3553191.4893482):2234042.553183,2:5787234.042531201):202127.65957370002,3:5989361.7021049):0;",0.0,3553191.4893482,3553191.4893482,2.0,2234042.553183,5787234.042531201,4.0,202127.65957370002,5989361.7021049
"((0:4117160.3127503125,(1:3808510.6382834,3:3808510.6382834):308649.67489244416):432109.54489197506,2:4549269.858493351):0;",0.0,3808510.6382834,3808510.6382834,2.0,4117160.3127503125,308649.67489244416,1.0,432109.54489197506,4549269.858493351
"(0:6308510.6382739,(1:4595744.6808336,(2:3617021.276582,3:3617021.276582):978723.4042516):1712765.9574403001):0;",0.0,3617021.276582,3617021.276582,1.0,4595744.6808336,978723.4042516,2.0,6308510.6382739,1712765.9574403001
"((0:5617021.2765744,2:5617021.2765744):3357446.80849788,(1:6978723.4042288,3:6978723.4042288):1995744.6808434802):0;",0.0,6978723.4042288,6978723.4042288,0.0,5617021.2765744,5617021.2765744,1.0,3357446.80849788,1995744.6808434802
"(0:8478723.4042231,((1:4617021.2765782,3:4617021.2765782):3787234.0425388,2:8404255.319117):74468.0851061):0;",0.0,4617021.2765782,4617021.2765782,1.0,3787234.0425388,8404255.319117,1.0,8478723.4042231,74468.0851061
"(((0:3212555.7829665155,1:3212555.7819026858):845797.224571254,2:4058353.007431387):152159.18585048564,3:4210512.192537192):0;",0.0,3212555.7829665155,3212555.7819026858,2.0,845797.224571254,4058353.007431387,4.0,152159.18585048564,4210512.192537192
"(((0:5414893.6170007,1:5414893.6170007):917553.191485875,2:6332446.808486575):649293.3711677454,3:6981740.179760704):0;",0.0,5414893.6170007,5414893.6170007,2.0,917553.191485875,6332446.808486575,4.0,649293.3711677454,6981740.179760704
"((0:5195035.4606185565,2:5195035.4606185565):609219.8581891743,(1:5372340.4255115,3:5372340.4255115):431914.89361538):0;",0.0,5372340.4255115,5372340.4255115,0.0,5195035.4606185565,5195035.4606185565,1.0,609219.8581891743,431914.89361538
"((0:7734042.553162101,(2:3648936.1701989,3:3648936.1701989):4085106.3829632):2072340.4255240401,1:9806382.97868614):0;",0.0,3648936.1701989,3648936.1701989,0.0,7734042.553162101,4085106.3829632,2.0,2072340.4255240401,9806382.97868614
"(((0:4067375.886154757,1:4067375.886154757):576241.1347850444,2:4643617.02125895):151229.0357441062,3:4794846.057428588):0;",0.0,4067375.886154757,4067375.886154757,2.0,576241.1347850444,4643617.02125895,4.0,151229.0357441062,4794846.057428588
"((1:7138297.8723133,0:7138297.8723133):745205.2228695087,(2:5893617.0212542,3:5893617.0212542):1989886.0744605234):0;",0.0,5893617.0212542,5893617.0212542,2.0,7138297.8723133,7138297.8723133,2.0,745205.2228695087,1989886.0744605234
"((0:3499999.9999867002,2:3499999.9999867002):3876595.74466612,(1:4819148.9361519,3:4819148.9361519):2557446.80850092):0;",0.0,4819148.9361519,4819148.9361519,0.0,3499999.9999867002,3499999.9999867002,1.0,3876595.74466612,2557446.80850092
"((1:3510638.297859,2:3510638.297859):1223404.2553145,(0:4276595.7446646,3:4276595.7446646):457446.8085089):0;",0.0,4276595.7446646,4276595.7446646,1.0,3510638.297859,3510638.297859,0.0,457446.8085089,1223404.2553145
"(0:7076779.878696512,((1:4117021.2765801004,2:4117021.2765801004):2585106.3829689,3:6702127.659549):374652.2188283636):0;",0.0,4117021.2765801004,4117021.2765801004,1.0,2585106.3829689,6702127.659549,3.0,7076779.878696512,374652.2188283636
"(0:5976731.068062395,((1:4265957.4467923,2:4265957.4467923):610154.6163806602,3:4876112.062747428):1100619.0042511367):0;",0.0,4265957.4467923,4265957.4467923,1.0,610154.6163806602,4876112.062747428,3.0,5976731.068062395,1100619.0042511367
"(0:7393617.0212485,(1:6999999.9999734005,(2:6053191.4893387,3:6053191.4893387):946808.5106347):393617.0212751):0;",0.0,6053191.4893387,6053191.4893387,1.0,6999999.9999734005,946808.5106347,2.0,7393617.0212485,393617.0212751
"(0:7195744.68082372,((1:5446808.510617601,3:5446808.510617601):914893.6170178,2:6361702.1276354):834042.55318832):0;",0.0,5446808.510617601,5446808.510617601,1.0,914893.6170178,6361702.1276354,1.0,7195744.68082372,834042.55318832
"(0:4554045.62338695,((1:3489361.7021144,2:3489361.7021144):914893.6170178,3:4404255.3191321995):149790.30436113293):0;",0.0,3489361.7021144,3489361.7021144,1.0,914893.6170178,4404255.3191321995,3.0,4554045.62338695,149790.30436113293
"(((1:4957446.8084918,0:4957446.8084918):345930.2834029408,2:5303377.091469209):1739324.5819082842,3:7042701.673377492):0;",0.0,4957446.8084918,4957446.8084918,2.0,345930.2834029408,5303377.091469209,4.0,1739324.5819082842,7042701.673377492
"((0:5010638.297853299,3:5010638.297853299):2255319.1489276,(1:6989361.7021011,2:6989361.7021011):276595.7446798):0;",0.0,5010638.297853299,5010638.297853299,1.0,6989361.7021011,6989361.7021011,0.0,2255319.1489276,276595.7446798
"((0:8909574.468051251,(1:5914893.6169988,2:5914893.6169988):2994680.85105245):149999.99999943,3:9059574.46805068):0;",0.0,5914893.6169988,5914893.6169988,1.0,8909574.468051251,2994680.85105245,4.0,149999.99999943,9059574.46805068
"((3:3367260.6787106087,0:3367260.6787106087):1603239.3702066736,(1:4223404.2553031,2:4223404.2553031):747095.7937205653):0;",0.0,3367260.6787106087,3367260.6787106087,1.0,4223404.2553031,4223404.2553031,0.0,1603239.3702066736,747095.7937205653
"((0:9255319.148900999,1:9255319.148900999):727659.5744653201,(2:9648936.1701761,3:9648936.1701761):334042.55319022):0;",0.0,9648936.1701761,9648936.1701761,2.0,9255319.148900999,9255319.148900999,2.0,727659.5744653201,334042.55319022
"((1:2138297.8723323,0:2138297.8723323):2148547.5755237504,(2:4276595.7446646,3:4276595.7446646):10249.703092514244):0;",0.0,4276595.7446646,4276595.7446646,2.0,2138297.8723323,2138297.8723323,2.0,2148547.5755237504,10249.703092514244
"((0:5436170.2127453005,1:5436170.2127453005):489361.7021258,(2:5361702.127639201,3:5361702.127639201):563829.7872319):0;",0.0,5361702.127639201,5361702.127639201,2.0,5436170.2127453005,5436170.2127453005,2.0,489361.7021258,563829.7872319
"(((1:6414893.6169969,3:6414893.6169969):1229823.3351017097,2:7644716.95209861):541122.2673383693,0:8185839.21911783):0;",0.0,6414893.6169969,6414893.6169969,1.0,1229823.3351017097,7644716.95209861,1.0,8185839.21911783,541122.2673383693
"(((0:5787234.042531201,3:5787234.042531201):1021276.5957408,1:6808510.6382720005):234042.5531906,2:7042553.191462601):0;",0.0,5787234.042531201,5787234.042531201,2.0,1021276.5957408,6808510.6382720005,0.0,234042.5531906,7042553.191462601
"(0:6114802.562742721,((1:5340425.5318946,2:5340425.5318946):404103.56180697505,3:5744529.093595192):370273.46893476316):0;",0.0,5340425.5318946,5340425.5318946,1.0,404103.56180697505,5744529.093595192,3.0,6114802.562742721,370273.46893476316
"((0:7468085.106354601,(1:6627659.574442901,2:6627659.574442901):840425.5319117):482998.0710619944,3:7951083.177629361):0;",0.0,6627659.574442901,6627659.574442901,1.0,7468085.106354601,840425.5319117,4.0,482998.0710619944,7951083.177629361
"(((2:3659397.8840286476,1:3659397.8840286476):436214.35872174666,3:4095612.2425376284):625346.5016997514,0:4720958.744662911):0;",0.0,3659397.8840286476,3659397.8840286476,1.0,436214.35872174666,4095612.2425376284,3.0,4720958.744662911,625346.5016997514
"((1:3983654.940410394,(2:3319148.9361576,0:3319148.9361576):664506.0038272621):4146963.5553033906,3:8130618.495713784):0;",0.0,3319148.9361576,3319148.9361576,0.0,664506.0038272621,3983654.940410394,4.0,4146963.5553033906,8130618.495713784
"(((0:6248226.949976256,1:6248226.949976256):629432.6241465444,2:6877659.574441951):136223.93042501426,3:7013883.505292496):0;",0.0,6248226.949976256,6248226.949976256,2.0,629432.6241465444,6877659.574441951,4.0,136223.93042501426,7013883.505292496
"((0:6950354.6095480565,3:6950354.6095480565):1073049.6457406033,(1:4808510.6382796,2:4808510.6382796):3214893.61700906):0;",0.0,6950354.6095480565,6950354.6095480565,1.0,4808510.6382796,4808510.6382796,0.0,1073049.6457406033,3214893.61700906
"(0:6060525.436147182,((1:5851063.829764999,2:5851063.829764999):139641.07074415023,3:5990704.899977235):69820.5353614368):0;",0.0,5851063.829764999,5851063.829764999,1.0,139641.07074415023,5990704.899977235,3.0,6060525.436147182,69820.5353614368
"(0:8569291.472307863,((1:5702127.6595528005,2:5702127.6595528005):604847.4894657867,3:6306975.1489122035):2262316.3233956588):0;",0.0,5702127.6595528005,5702127.6595528005,1.0,604847.4894657867,6306975.1489122035,3.0,8569291.472307863,2262316.3233956588
"((0:6567375.886145256,1:6567375.886145256):40002.38121261395,(2:5489361.7021068,3:5489361.7021068):1118016.5659531984):0;",0.0,5489361.7021068,5489361.7021068,2.0,6567375.886145256,6567375.886145256,2.0,40002.38121261395,1118016.5659531984
"(((0:5971631.205296457,1:5971631.205296457):215719.8158502441,3:6187351.021253085):186484.36042482327,2:6373835.381890673):0;",0.0,5971631.205296457,5971631.205296457,2.0,215719.8158502441,6187351.021253085,3.0,186484.36042482327,6373835.381890673
"(((0:6893617.0212504,3:6893617.0212504):765957.4468056001,2:7659574.468056):403206.9256367657,1:8062781.393586383):0;",0.0,6893617.0212504,6893617.0212504,0.0,765957.4468056001,7659574.468056,0.0,403206.9256367657,8062781.393586383
"(0:7527659.57443948,((1:5234042.5531716,2:5234042.5531716):1237588.652122957,3:6471631.205294557):1056028.3688257744):0;",0.0,5234042.5531716,5234042.5531716,1.0,1237588.652122957,6471631.205294557,3.0,7527659.57443948,1056028.3688257744
"(((0:5797872.3404035,2:5797872.3404035):2103723.404247325,3:7901595.744650825):286795.0428712506,1:8188390.787202927):0;",0.0,5797872.3404035,5797872.3404035,0.0,2103723.404247325,7901595.744650825,3.0,286795.0428712506,8188390.787202927
"((0:8251382.396777156,3:8251382.396777156):-79276.36303161366,(1:4808510.6382796,2:4808510.6382796):3363595.395731899):0;",0.0,8251382.396777156,8251382.396777156,1.0,4808510.6382796,4808510.6382796,0.0,-79276.36303161366,3363595.395731899
"((0:4670212.7659396995,3:4670212.7659396995):1840425.5319079,(1:4276595.7446646,2:4276595.7446646):2234042.553183):0;",0.0,4670212.7659396995,4670212.7659396995,1.0,4276595.7446646,4276595.7446646,0.0,1840425.5319079,2234042.553183
"((0:4905738.202109017,(1:4606382.9787059,2:4606382.9787059):299355.22297758586):2461405.5510544763,3:7367143.753163495):0;",0.0,4606382.9787059,4606382.9787059,1.0,4905738.202109017,299355.22297758586,4.0,2461405.5510544763,7367143.753163495
"(0:7489361.7020992,((1:6042553.1914664,3:6042553.1914664):1329787.2340375,2:7372340.4255039):117021.2765953):0;",0.0,6042553.1914664,6042553.1914664,1.0,1329787.2340375,7372340.4255039,1.0,7489361.7020992,117021.2765953
"((0:4521276.5957275005,(1:3361702.1276468,2:3361702.1276468):1159574.4680807001):2563829.7872242997,3:7085106.382951801):0;",0.0,3361702.1276468,3361702.1276468,1.0,4521276.5957275005,1159574.4680807001,4.0,2563829.7872242997,7085106.382951801
"(((0:5418439.715936857,3:5418439.715936857):93245.2603507095,1:5511684.976574801):80339.74573373726,2:5592024.722319176):0;",0.0,5418439.715936857,5418439.715936857,2.0,93245.2603507095,5511684.976574801,0.0,80339.74573373726,5592024.722319176
"(((0:4578014.184025157,3:4578014.184025157):852836.8794648444,1:5430851.06380915):777045.4671247067,2:6207896.530827474):0;",0.0,4578014.184025157,4578014.184025157,2.0,852836.8794648444,5430851.06380915,0.0,777045.4671247067,6207896.530827474
"((3:6705042.162740479,(1:3968085.1063679,2:3968085.1063679):2736957.055308749):310463.2823392458,0:7015505.444654192):0;",0.0,3968085.1063679,3968085.1063679,1.0,2736957.055308749,6705042.162740479,3.0,7015505.444654192,310463.2823392458
"((0:6872340.425505799,3:6872340.425505799):31914.8936169,(1:4819148.9361519,2:4819148.9361519):2085106.3829708):0;",0.0,6872340.425505799,6872340.425505799,1.0,4819148.9361519,4819148.9361519,0.0,31914.8936169,2085106.3829708
"(((0:3546099.2904120567,2:3546099.2904120567):999113.4752089693,1:4545212.765940175):403723.40425378503,3:4948936.17019396):0;",0.0,3546099.2904120567,3546099.2904120567,0.0,999113.4752089693,4545212.765940175,4.0,403723.40425378503,4948936.17019396
"(((2:3214199.295732467,0:3214199.295732467):1310811.8787184232,1:4525011.17338706):986487.126911145,3:5511498.301042886):0;",0.0,3214199.295732467,3214199.295732467,0.0,1310811.8787184232,4525011.17338706,4.0,986487.126911145,5511498.301042886
"((0:5657095.880829567,(1:5265957.4467885,3:5265957.4467885):391138.433509152):547593.8070191958,2:6204689.687210465):0;",0.0,5265957.4467885,5265957.4467885,2.0,5657095.880829567,391138.433509152,1.0,547593.8070191958,6204689.687210465
"((2:1999999.9999924,0:1999999.9999924):3272340.4255194804,(1:3744680.8510496,3:3744680.8510496):1527659.57446228):0;",0.0,3744680.8510496,3744680.8510496,0.0,1999999.9999924,1999999.9999924,1.0,3272340.4255194804,1527659.57446228
"((0:5159574.4680655,1:5159574.4680655):2510638.2978628003,(2:5893617.0212542,3:5893617.0212542):1776595.7446741):0;",0.0,5893617.0212542,5893617.0212542,2.0,5159574.4680655,5159574.4680655,2.0,2510638.2978628003,1776595.7446741
"(((0:4212765.9574308,1:4212765.9574308):515422.31318953075,3:4728188.270194799):-73297.22860610446,2:4654891.042535502):0;",0.0,4212765.9574308,4212765.9574308,2.0,515422.31318953075,4728188.270194799,3.0,-73297.22860610446,4654891.042535502
"((0:2751773.0499895434,2:2751773.0499895434):2938218.8648824515,(1:5659574.4680636,3:5659574.4680636):30417.44697860782):0;",0.0,5659574.4680636,5659574.4680636,0.0,2751773.0499895434,2751773.0499895434,1.0,2938218.8648824515,30417.44697860782
"(((2:5074468.0850871,3:5074468.0850871):203535.42542475846,0:5278003.5106182415):1314533.6702077708,1:6592537.180826012):0;",0.0,5074468.0850871,5074468.0850871,0.0,5278003.5106182415,203535.42542475846,2.0,1314533.6702077708,6592537.180826012
"((0:7095744.6808241,(1:4978723.4042364005,3:4978723.4042364005):2117021.2765877):2170212.7659492004,2:9265957.446773302):0;",0.0,4978723.4042364005,4978723.4042364005,2.0,7095744.6808241,2117021.2765877,1.0,2170212.7659492004,9265957.446773302
"(0:4307817.957430439,((1:2712765.9574365,3:2712765.9574365):1095744.6808469002,2:3808510.6382834):499307.31893427286):0;",0.0,2712765.9574365,2712765.9574365,1.0,1095744.6808469002,3808510.6382834,1.0,4307817.957430439,499307.31893427286
"((0:7952127.65954425,(1:4925531.914874899,2:4925531.914874899):3026595.74466935):607959.7220189665,3:8560087.381882366):0;",0.0,4925531.914874899,4925531.914874899,1.0,7952127.65954425,3026595.74466935,4.0,607959.7220189665,8560087.381882366
"(((0:2244680.8510553,2:2244680.8510553):3244680.8510515,3:5489361.7021068):162054.80425470334,1:5651416.506361503):0;",0.0,2244680.8510553,2244680.8510553,0.0,3244680.8510515,5489361.7021068,3.0,162054.80425470334,5651416.506361503
"(((2:2664262.92977711,3:2664262.92977711):2270104.479778608,0:4934367.410619548):2383339.2840334964,1:7317706.6946530435):0;",0.0,2664262.92977711,2664262.92977711,0.0,4934367.410619548,2270104.479778608,2.0,2383339.2840334964,7317706.6946530435
"(((0:3202127.6595623,2:3202127.6595623):1063829.7872300001,1:4265957.4467923):10638.297872300001,3:4276595.7446646):0;",0.0,3202127.6595623,3202127.6595623,0.0,1063829.7872300001,4265957.4467923,4.0,10638.297872300001,4276595.7446646
"(0:7648936.1701837005,(1:7436170.2127377,(2:5095744.6808317,3:5095744.6808317):2340425.5319060003):212765.95744600001):0;",0.0,5095744.6808317,5095744.6808317,1.0,7436170.2127377,2340425.5319060003,2.0,7648936.1701837005,212765.95744600001
"(0:4092140.722324875,((1:2489361.7021182002,2:2489361.7021182002):295411.84180738806,3:2784773.543606439):1307367.1776546063):0;",0.0,2489361.7021182002,2489361.7021182002,1.0,295411.84180738806,2784773.543606439,3.0,4092140.722324875,1307367.1776546063
"(0:5938804.030828496,((1:978723.4042516,3:978723.4042516):4563829.787216701,2:5542553.1914683):396250.8389346645):0;",0.0,978723.4042516,978723.4042516,1.0,4563829.787216701,5542553.1914683,1.0,5938804.030828496,396250.8389346645
"(0:7249697.590397983,((1:4276595.7446646,2:4276595.7446646):494176.8351045051,3:4770772.579769106):2478925.010628878):0;",0.0,4276595.7446646,4276595.7446646,1.0,494176.8351045051,4770772.579769106,3.0,7249697.590397983,2478925.010628878
"((1:2269503.5457360568,(0:638297.872338,3:638297.872338):1631205.6733980568):4401694.893600295,2:6671198.439336351):0;",0.0,638297.872338,638297.872338,2.0,1631205.6733980568,2269503.5457360568,0.0,4401694.893600295,6671198.439336351
"(0:5619985.391468006,((1:3914893.6170064,2:3914893.6170064):324089.127126428,3:4238982.744664743):1381002.6468032629):0;",0.0,3914893.6170064,3914893.6170064,1.0,324089.127126428,4238982.744664743,3.0,5619985.391468006,1381002.6468032629
"((0:4427145.118068283,(2:4308510.6382815,3:4308510.6382815):118634.4794676343):497549.69989172637,1:4924694.818066393):0;",0.0,4308510.6382815,4308510.6382815,0.0,4427145.118068283,118634.4794676343,2.0,497549.69989172637,4924694.818066393
"(((0:6404255.3191246,2:6404255.3191246):1180851.0638253002,3:7585106.3829499):77957.94212736333,1:7663064.325502795):0;",0.0,6404255.3191246,6404255.3191246,0.0,1180851.0638253002,7585106.3829499,3.0,77957.94212736333,7663064.325502795
"(((0:3127659.5744562,2:3127659.5744562):1085106.3829746002,3:4212765.9574308):563829.7872319,1:4776595.7446627):0;",0.0,3127659.5744562,3127659.5744562,0.0,1085106.3829746002,4212765.9574308,3.0,563829.7872319,4776595.7446627
"((0:4595744.6808336,3:4595744.6808336):35762.289297736446,(1:3404255.3191360002,2:3404255.3191360002):1227251.6510591663):0;",0.0,4595744.6808336,4595744.6808336,1.0,3404255.3191360002,3404255.3191360002,0.0,35762.289297736446,1227251.6510591663
"((0:6648936.1701875,(1:5053191.4893424995,2:5053191.4893424995):1595744.680845):602892.2625509005,3:7251828.432951167):0;",0.0,5053191.4893424995,5053191.4893424995,1.0,6648936.1701875,1595744.680845,4.0,602892.2625509005,7251828.432951167
"(((2:3617021.276582,0:3617021.276582):3563829.7872205004,1:7180851.0638025):446243.7785089426,3:7627094.842524208):0;",0.0,3617021.276582,3617021.276582,0.0,3563829.7872205004,7180851.0638025,4.0,446243.7785089426,7627094.842524208
"((0:3446808.5106252,(2:2255319.1489276,3:2255319.1489276):1191489.3616976):2031914.8936093,1:5478723.404234501):0;",0.0,2255319.1489276,2255319.1489276,0.0,3446808.5106252,1191489.3616976,2.0,2031914.8936093,5478723.404234501
"(0:8490874.542520927,(1:8368794.326563943,(2:4627659.574450499,3:4627659.574450499):3741134.7521134433):122080.2160633659):0;",0.0,4627659.574450499,4627659.574450499,1.0,8368794.326563943,3741134.7521134433,2.0,8490874.542520927,122080.2160633659
"(((0:5627659.5744467005,3:5627659.5744467005):2063829.7872262,2:7691489.361672901):1010638.2978685,1:8702127.6595414):0;",0.0,5627659.5744467005,5627659.5744467005,0.0,2063829.7872262,7691489.361672901,0.0,1010638.2978685,8702127.6595414
"((0:6095744.6808279,2:6095744.6808279):449648.4923387169,(1:3840425.5319003,3:3840425.5319003):2704967.641479083):0;",0.0,3840425.5319003,3840425.5319003,0.0,6095744.6808279,6095744.6808279,1.0,449648.4923387169,2704967.641479083
"(((0:4510638.2978552,2:4510638.2978552):1436170.2127605001,3:5946808.510615701):797872.3404225,1:6744680.8510382):0;",0.0,4510638.2978552,4510638.2978552,0.0,1436170.2127605001,5946808.510615701,3.0,797872.3404225,6744680.8510382
"(((0:6212765.9574232,2:6212765.9574232):726063.8297844749,3:6938829.787207675):92607.58849964809,1:7031437.375505195):0;",0.0,6212765.9574232,6212765.9574232,0.0,726063.8297844749,6938829.787207675,3.0,92607.58849964809,7031437.375505195
"(((0:5017730.496789443,2:5017730.496789443):1104609.9287192067,3:6122340.42550865):463781.7301046206,1:6586122.155294122):0;",0.0,5017730.496789443,5017730.496789443,0.0,1104609.9287192067,6122340.42550865,3.0,463781.7301046206,6586122.155294122
"(((0:3457446.8084974997,2:3457446.8084974997):829787.2340394,3:4287234.042536899):1606382.9787173,1:5893617.0212542):0;",0.0,3457446.8084974997,3457446.8084974997,0.0,829787.2340394,4287234.042536899,3.0,1606382.9787173,5893617.0212542
"((0:6946808.5106119,(2:5882978.7233819,3:5882978.7233819):1063829.7872300001):2978723.404244,1:9925531.9148559):0;",0.0,5882978.7233819,5882978.7233819,0.0,6946808.5106119,1063829.7872300001,2.0,2978723.404244,9925531.9148559
"(0:4547026.40742953,((1:3457446.8084974997,2:3457446.8084974997):893617.0212732,3:4351063.8297707):195962.5777652128):0;",0.0,3457446.8084974997,3457446.8084974997,1.0,893617.0212732,4351063.8297707,3.0,4547026.40742953,195962.5777652128
"((2:3227960.1808387977,(1:2776595.7446703,3:2776595.7446703):451364.43584934867):270818.6614883326,0:3498778.8414760665):0;",0.0,2776595.7446703,2776595.7446703,1.0,451364.43584934867,3227960.1808387977,1.0,3498778.8414760665,270818.6614883326
"(0:6592936.166996224,((1:3617021.276582,3:3617021.276582):2765957.446798,2:6382978.72338):209957.44393537237):0;",0.0,3617021.276582,3617021.276582,1.0,2765957.446798,6382978.72338,1.0,6592936.166996224,209957.44393537237
